date,Mkt-RF,SMB,HML,RF,CAC40,Accor,AirLiquide,Airbus,ArcelorMittal,AXA,BNP-Paribas,Bouygues,Capgemini,Carrefour,CompagnieSaintGobain,Michelin,CreditAgricole,Danone,ENGIE,Essilor,Kering,Klepierre,LOreal,Lafarge,Legrand,LVMH,Nokia,Orange,PernodRicard,Peugeot,PublicisGroupe,Renault,Safran,Sanofi,SchneiderElectric,SocieteGenerale,Sodexo,Solvay,Technip,Total,UnibailRodamco,Valeo,Veolia,VINCI,Vivendi
2009-04,0.12860,0.01310,-0.01310,0.00000,0.12557,0.22907,0.00996,0.25571,0.17840,0.40829,0.29338,0.20802,0.17279,0.05068,0.29853,0.39617,0.34745,-0.01432,0.05609,0.12509,0.21065,0.27822,0.04672,,0.16622,0.21358,0.00000,-0.01633,0.13630,0.23947,0.20419,0.58670,0.29586,0.03280,0.15566,0.32763,0.06307,0.23659,0.23469,0.02458,0.06377,0.42799,0.33365,0.22339,0.02735
2009-05,-0.01870,0.01550,-0.01230,0.00010,0.03728,-0.02762,0.05990,0.04136,0.29417,0.02864,0.21118,-0.10916,-0.04154,0.02250,-0.07110,0.09745,-0.07768,-0.02781,0.01667,-0.00687,0.01317,0.05582,0.02896,,-0.02425,0.01986,0.00000,0.02253,-0.02190,0.20822,-0.01569,0.10134,0.01948,0.02696,-0.09489,0.04685,-0.04412,-0.00966,0.05981,0.06272,-0.00044,-0.11040,-0.01407,-0.00950,-0.09282
2009-06,0.10190,-0.03830,0.03570,0.00010,-0.04186,-0.09815,-0.00686,0.00480,0.00408,0.02136,-0.05128,-0.07491,-0.03416,-0.03688,-0.06477,-0.05117,-0.14076,0.06127,-0.04378,0.04506,-0.01798,0.02853,-0.04508,,0.04332,-0.07056,0.00000,-0.06319,0.01977,-0.12216,-0.05109,-0.03289,0.01501,-0.06852,0.03596,-0.05159,0.04903,-0.06920,0.00201,-0.05571,-0.06368,-0.06223,0.01548,-0.05579,-0.08266
2009-07,0.05630,0.01910,0.07420,0.00010,0.09102,0.05999,0.12517,0.16247,0.07952,0.10754,0.10595,0.11511,0.23198,0.08268,0.19412,0.24763,0.12832,0.07007,0.00998,0.14479,0.34451,0.09111,0.14144,,0.10492,0.16342,0.00000,0.08354,0.21507,0.13675,0.14772,0.14329,0.15426,0.09768,0.17385,0.15854,0.00957,0.14369,0.21582,0.01117,0.15486,0.41876,0.14960,0.11646,0.05812
2009-08,0.05430,0.01640,0.00960,0.00010,0.06633,0.22604,0.01624,0.08072,-0.01109,0.07080,0.09814,0.15827,0.04152,-0.00273,0.10334,0.03612,0.29006,0.00757,0.09644,-0.03162,0.03607,0.30683,0.12942,,-0.00262,0.05372,0.00000,0.01314,-0.00275,-0.05099,0.02847,0.04947,0.18111,0.02959,0.00879,0.24772,0.08771,0.06805,0.01686,0.02724,0.12520,-0.04516,0.00000,0.04803,0.10236
2009-09,-0.01830,0.01520,-0.03190,0.00000,0.03883,0.03595,0.04433,0.06120,0.02323,0.16499,0.00016,0.00390,0.06091,-0.05617,0.12934,0.02134,0.10526,0.08568,0.03249,0.03385,0.08122,0.03395,-0.01063,,0.11040,0.03059,0.00000,0.02621,-0.00184,0.03169,0.06862,0.01481,-0.00078,0.05981,0.07714,-0.02153,0.01891,-0.03404,0.01194,0.01589,0.02900,0.01267,0.08537,0.03300,0.06417
2009-10,0.03000,-0.02120,-0.01470,0.00000,-0.04946,-0.14104,-0.05595,-0.16683,-0.10059,-0.08027,-0.05769,-0.07482,-0.11692,-0.05581,-0.06051,-0.05708,-0.08228,-0.00546,-0.06064,-0.02041,-0.15104,0.04132,0.02531,,-0.02683,0.02794,0.00000,-0.07388,0.04643,0.06815,-0.05509,-0.03970,-0.14096,-0.00808,0.02527,-0.12946,-0.04958,-0.05779,-0.01879,0.00074,0.06340,0.03030,-0.14948,-0.07838,-0.10546
2009-11,0.00970,-0.01820,-0.01440,0.00010,0.02008,0.09074,0.05450,-0.06805,0.12924,-0.04542,0.06900,0.03064,-0.02562,0.10403,0.08767,-0.00099,0.05151,-0.02796,-0.02438,0.01271,0.08392,-0.05580,0.03718,,-0.01108,-0.01826,0.00000,0.02758,0.02000,0.05841,-0.01004,0.05229,0.01318,0.01156,0.02648,0.03327,-0.03881,0.05131,0.06094,0.01415,-0.00629,0.02833,0.01212,0.03354,0.01454
2009-12,-0.05290,0.04660,-0.01790,0.00000,0.06961,0.07323,0.07274,0.18212,0.24008,0.04222,0.01636,0.09929,0.03799,0.03853,0.05093,0.06099,-0.10305,0.07586,0.08900,0.08063,0.04516,0.06529,0.07944,,0.06450,0.13005,0.00000,0.00606,0.05494,0.00467,0.11154,0.12422,0.22835,0.09420,0.12196,0.04393,0.06591,0.07499,0.08715,0.09209,0.02467,0.28733,0.02573,0.07183,0.08364
2010-01,-0.02080,-0.00650,-0.01870,0.00000,-0.05001,-0.04314,-0.07274,0.00816,-0.11482,-0.09311,-0.06708,-0.01798,0.00923,0.05304,-0.08458,0.05095,-0.07443,-0.03234,-0.09460,0.00850,0.04998,-0.05002,-0.01987,,0.07291,0.00880,0.00000,-0.04618,-0.02671,-0.00127,0.04474,-0.05359,0.03616,-0.02652,-0.08254,-0.13779,-0.00489,-0.05096,0.00628,-0.06566,0.02277,-0.02629,0.03092,-0.01672,-0.09353
2010-02,0.06370,-0.01180,0.04350,0.00010,-0.00820,0.01489,0.13924,0.06725,-0.01808,-0.01433,0.01879,-0.05507,0.04866,-0.04117,-0.00947,-0.09021,-0.04545,0.03631,-0.01641,0.05201,-0.04703,0.01409,-0.00562,,0.10050,0.00670,0.00000,0.03609,-0.05111,-0.17982,-0.02704,-0.11851,0.21819,0.00224,0.04532,-0.04277,0.09856,-0.02050,0.05210,-0.02545,-0.07761,-0.06154,-0.00126,-0.00928,-0.01857
2010-03,-0.01680,0.03270,-0.00440,0.00010,0.07151,0.10271,0.01334,-0.01716,0.16160,0.11397,0.07021,0.10118,0.07788,0.05312,0.03129,0.06500,0.18681,0.03842,0.06044,0.06716,0.16942,0.06325,0.02420,,0.01718,0.08719,0.00000,0.02845,0.13627,0.12458,0.09355,0.14901,0.11690,0.02736,0.10723,0.15260,0.01537,0.08372,0.15105,0.04880,0.03448,0.17890,0.07854,0.13485,0.07108
2010-04,-0.12050,-0.00230,-0.03680,0.00010,-0.03951,0.04956,-0.01181,-0.05807,-0.08710,-0.08318,-0.08319,0.00672,0.04620,0.03237,0.05098,0.00568,-0.16512,-0.00493,-0.06311,-0.02824,0.02922,-0.10471,0.00578,,0.04831,0.00347,0.00000,-0.07169,0.01718,0.02982,0.04972,0.02046,-0.00363,-0.06396,-0.01048,-0.13240,0.04362,-0.05400,0.00498,-0.04677,-0.05000,-0.03860,-0.07535,-0.03461,-0.00076
2010-05,-0.00950,0.00020,-0.02260,0.00010,-0.07910,-0.09712,-0.03426,0.14647,-0.16655,-0.10497,-0.09898,-0.08006,-0.02267,-0.08225,-0.16023,-0.00966,-0.17606,-0.05464,-0.04516,0.01099,-0.04554,-0.16305,-0.02733,,-0.02162,-0.01059,0.00000,-0.05230,-0.04144,-0.12940,0.01308,-0.17665,0.14145,-0.05120,-0.05155,-0.12005,-0.00401,-0.01208,-0.11917,-0.06920,-0.06347,-0.10372,-0.11539,-0.12665,-0.10404
2010-06,0.11860,-0.01980,0.04890,0.00010,-0.02053,-0.01456,0.04955,0.04880,-0.09567,-0.05697,-0.04684,-0.07383,-0.02668,-0.03165,-0.01671,0.06239,-0.03141,0.05351,-0.08149,0.05469,0.05907,0.04475,0.06302,,0.01917,0.04527,0.00000,-0.08341,0.04372,0.07777,-0.02404,0.05591,0.04624,0.01051,0.02626,-0.03516,-0.00533,-0.01350,-0.10677,-0.03068,0.07114,-0.01164,-0.07855,-0.06659,-0.05214
2010-07,-0.04220,-0.00100,-0.02750,0.00010,0.05816,-0.00004,0.03487,0.07765,0.04630,0.10985,0.17735,0.01488,0.00620,0.07896,0.05729,0.01265,0.21714,-0.02624,0.08468,-0.02001,0.00098,0.07555,-0.00556,,0.02147,0.04242,0.00000,0.12496,-0.06127,0.08094,0.05186,0.11207,-0.09819,-0.10014,0.05811,0.28965,0.05672,0.07026,0.07353,0.04721,0.12356,0.21817,0.05270,0.08183,0.09694
2010-08,0.11530,0.01030,-0.00040,0.00010,-0.04182,-0.02595,-0.04990,-0.04483,-0.01560,-0.13291,-0.06337,-0.01127,-0.08653,0.01430,-0.11098,0.00257,-0.05376,-0.01475,-0.04139,-0.00219,0.00097,-0.01593,-0.02509,,-0.04044,-0.01976,0.00000,-0.00187,0.02714,-0.08959,-0.04438,-0.06353,-0.06374,0.01571,-0.05435,-0.09167,-0.06205,-0.04780,0.01155,-0.04753,-0.01717,0.00456,-0.09840,-0.06797,-0.00190
2010-09,0.04960,0.00480,0.00270,0.00010,0.06428,0.10636,0.09054,0.05356,0.04929,0.04566,0.05671,-0.01717,0.10312,0.10006,0.12362,-0.01450,0.15284,0.03467,0.07469,0.05376,0.15572,0.17410,0.05070,,0.03526,0.17250,0.00000,-0.01185,-0.00713,0.18982,0.05416,0.17732,0.06343,0.07963,0.11136,0.05152,0.04973,0.09425,0.14123,0.02536,0.09308,0.23402,0.05171,0.06195,0.08908
2010-10,-0.08010,0.01250,-0.03150,0.00010,0.03185,0.10006,0.03855,0.03225,-0.04408,0.01988,0.00728,0.00572,-0.00394,-0.01611,0.02850,0.02401,0.02704,0.03647,0.09216,-0.04934,-0.00800,-0.01202,0.02279,,0.11810,0.04647,0.00000,0.08927,0.04016,0.15954,0.02727,0.05776,0.10475,0.02670,0.09666,0.01834,-0.01765,-0.02760,0.02373,0.03280,0.04866,0.13638,0.09239,0.04379,0.02219
2010-11,0.09010,0.02350,0.01270,0.00010,-0.05819,0.10521,-0.02948,-0.08605,0.05153,-0.15443,-0.13225,-0.02921,-0.11363,-0.10121,0.02846,-0.08801,-0.19822,-0.00770,-0.10914,0.00323,0.03905,-0.13059,-0.02881,,0.06002,0.03774,0.00000,-0.09644,-0.01444,0.00420,-0.03814,0.01140,0.05948,-0.07174,0.06029,-0.17013,0.03839,-0.02155,-0.00944,-0.04431,-0.10521,-0.00039,-0.03885,-0.02814,-0.08295
2010-12,0.03660,-0.00620,0.05190,0.00010,0.05383,0.02257,0.04922,0.01043,0.16862,0.12568,0.04408,0.04928,0.07510,-0.11490,0.11546,0.03031,0.00667,0.04199,0.05088,0.00083,-0.02778,0.11091,0.01404,,0.03639,0.05349,0.00000,-0.00032,0.12056,-0.01079,0.13290,0.07727,0.09799,0.02726,0.03560,0.12645,0.06209,0.07119,0.15513,0.06258,0.10489,0.09999,0.07814,0.09062,0.07475
2011-01,0.03050,-0.01190,0.00740,0.00010,0.05275,0.00300,-0.03603,0.20700,-0.01172,0.24177,0.14682,0.05441,0.05368,0.15997,0.09922,-0.00987,0.13531,-0.06444,0.07914,0.01349,-0.01891,-0.01611,0.02070,,-0.03478,-0.07352,0.00000,0.02308,-0.01038,0.07761,-0.03615,0.09851,-0.00377,0.04232,0.01696,0.17429,-0.02521,-0.04201,0.02706,0.07730,-0.05811,0.00671,0.04390,0.03945,0.03639
2011-02,-0.00170,0.02160,-0.01740,0.00010,0.02618,0.02021,0.02828,-0.00428,0.00056,-0.01552,0.03626,-0.01485,0.15039,-0.00573,0.02375,0.10965,0.17887,0.03273,0.01381,0.05991,-0.05782,0.06419,-0.00660,,0.03332,0.00175,0.00000,0.00470,-0.04050,-0.05226,0.09963,-0.07052,-0.02348,0.00251,0.05268,0.07876,-0.00806,0.11257,0.00803,0.03968,0.04519,0.05497,0.04380,0.03157,-0.01314
2011-03,0.08110,-0.00990,-0.01000,0.00000,-0.02948,-0.06955,-0.00053,-0.02004,-0.04131,-0.03121,-0.08784,0.01134,-0.03200,-0.12198,-0.00277,0.01017,-0.08962,0.01464,-0.02128,0.01256,-0.01682,0.01327,-0.02422,,-0.03422,-0.02232,0.00000,-0.01372,-0.01362,-0.03912,-0.04258,-0.12169,-0.03258,-0.01050,0.00584,-0.10010,0.03339,-0.01659,0.05186,-0.03276,0.04907,-0.08747,-0.07931,0.01089,-0.02469
2011-04,-0.03070,0.00180,-0.02320,0.00000,0.02951,-0.05378,0.06527,0.01704,-0.02684,0.02747,0.03526,-0.00797,-0.00171,0.02465,0.07939,0.13540,-0.02936,0.07289,-0.03913,0.07863,0.11650,-0.03142,0.04148,,0.05025,0.08550,0.00000,0.00158,0.02974,0.09971,-0.03323,0.05460,0.05052,0.07933,-0.01078,-0.01505,0.02096,0.16509,0.01209,0.00617,0.03337,0.04471,0.02803,0.02279,0.05136
2011-05,-0.02060,-0.01400,0.00260,0.00000,-0.02434,0.06067,-0.03354,0.09526,-0.06703,-0.02046,0.01479,-0.04507,-0.03031,-0.03843,-0.01522,-0.03754,-0.05516,0.03023,-0.07475,-0.00442,0.00166,0.06957,0.02126,,-0.04768,-0.00289,0.00000,0.00410,0.03375,-0.04077,-0.00157,-0.04181,0.07824,0.03034,-0.03940,-0.08680,0.01692,0.06684,-0.01864,-0.07381,-0.00791,0.02384,-0.06872,-0.00588,-0.08449
2011-06,-0.03330,0.00410,-0.04010,0.00000,-0.00617,-0.03096,0.02393,0.00874,0.03538,0.05593,-0.01826,-0.05561,0.01827,-0.07992,-0.02765,0.03547,-0.02354,0.00981,-0.01272,-0.00604,0.01530,-0.04061,0.02436,,-0.01073,0.02647,0.00000,-0.07767,-0.03108,0.04964,0.00654,0.03716,0.04248,0.00763,0.00524,-0.00776,0.01047,0.02551,-0.01084,-0.00375,0.01755,0.06951,-0.07403,-0.01483,-0.01134
2011-07,-0.10110,0.00660,-0.03700,0.00010,-0.07808,-0.00211,-0.02924,0.04853,-0.09127,-0.16337,-0.14588,-0.12947,-0.14913,-0.16733,-0.09529,-0.13019,-0.16895,-0.03207,-0.09530,-0.00036,0.05049,-0.08308,-0.06197,,-0.06645,0.03102,0.00000,-0.01534,0.01692,-0.14027,-0.07685,-0.08854,-0.01426,-0.02074,-0.12196,-0.15115,-0.01406,-0.01549,0.03287,-0.05266,-0.02540,-0.08942,-0.18740,-0.08264,-0.12881
2011-08,-0.11600,-0.01020,-0.01870,0.00000,-0.11291,-0.18590,-0.05659,-0.08740,-0.29489,-0.14722,-0.21104,0.01269,-0.17804,-0.09903,-0.13280,-0.13075,-0.20852,-0.04488,-0.03833,-0.04525,-0.10078,-0.07567,-0.09785,,0.01955,-0.07816,0.00000,-0.07895,-0.09578,-0.19631,-0.07776,-0.23950,-0.06907,-0.06686,-0.07958,-0.32748,-0.02777,-0.18580,-0.11001,-0.10019,-0.03121,-0.14194,-0.26700,-0.10230,0.01556
2011-09,0.10970,-0.03390,-0.01340,0.00000,-0.08438,-0.19561,-0.02806,-0.03985,-0.21431,-0.11449,-0.16225,-0.06698,-0.11148,-0.07651,-0.17597,-0.11336,-0.23325,-0.02870,0.02209,0.01143,-0.16017,-0.12290,-0.03180,,-0.14867,-0.15515,0.00000,-0.07519,-0.05872,-0.24215,-0.04048,-0.11538,-0.14265,-0.02586,-0.12846,-0.14384,-0.04313,-0.16872,-0.10933,-0.02236,-0.10628,-0.13416,-0.04445,-0.10873,-0.09608
2011-10,-0.04840,-0.02590,-0.03370,0.00000,0.08749,0.17891,0.06558,0.00778,0.24421,0.18889,0.09318,0.08923,0.10416,0.12194,0.16696,0.16523,0.08528,0.08874,-0.08578,-0.02945,0.15890,0.06876,0.08763,,0.09050,0.20672,0.00000,0.06016,0.14737,-0.01794,0.11541,0.21440,0.02158,0.05289,0.05127,0.05500,0.05496,0.04324,0.13530,0.13781,0.07395,0.14725,-0.07182,0.10117,0.05967
2011-11,-0.02200,-0.00960,-0.00970,0.00000,-0.02720,-0.12860,0.00224,0.03861,-0.07186,-0.08921,-0.10289,-0.10733,0.01353,0.02704,-0.06782,-0.10440,-0.16244,-0.02495,0.01316,0.01355,-0.01506,-0.04886,0.00639,,-0.06565,-0.03035,0.00000,-0.01840,0.03763,-0.12819,0.01185,-0.08852,-0.07351,0.00250,-0.01524,-0.14313,0.03078,-0.05954,0.02808,0.01375,-0.04325,-0.10317,-0.07961,-0.07269,0.05354
2011-12,0.05670,0.02790,0.00830,0.00000,0.00165,-0.05386,0.01735,0.08808,0.01290,-0.06297,0.02986,0.00412,-0.14059,-0.10810,-0.05541,-0.03190,-0.08288,-0.00968,0.01612,0.02711,-0.00495,0.02464,0.00473,,0.03628,-0.06175,0.00000,-0.05195,0.02313,-0.12500,0.00268,-0.03423,0.05814,0.08946,-0.03143,-0.04840,0.02875,-0.08613,0.02788,0.03039,0.00470,-0.06286,-0.10447,0.01979,-0.01168
2012-01,0.06410,0.01410,-0.00280,0.00000,0.04391,0.18611,0.00659,0.06335,0.08882,0.15530,0.06656,-0.02423,0.15593,-0.00937,0.14681,0.14505,0.08050,-0.02852,-0.01752,0.02658,0.08721,0.04152,0.00756,,0.06117,0.12980,0.00000,-0.05521,0.02414,0.16391,0.08201,0.21511,0.02650,-0.00493,0.16716,0.18367,0.02290,0.18426,-0.01239,0.02291,0.05688,0.16851,0.02586,0.05036,-0.05437
2012-02,0.00020,0.00710,-0.01650,0.00000,0.04666,0.13646,0.01361,0.06172,0.02860,0.04308,0.13176,0.00526,0.18488,0.07851,0.04762,-0.01033,0.02038,0.07619,-0.06169,0.06714,0.06068,0.03855,0.05288,,0.03337,0.02184,0.00000,-0.00087,0.05818,0.06740,0.06773,0.22033,0.05605,-0.01700,0.07435,0.19077,0.01815,0.22510,0.14236,0.03923,-0.01226,0.12540,0.05721,0.10223,0.00750
2012-03,-0.02230,0.01290,-0.04200,0.00000,-0.00830,0.01402,0.02492,0.12617,-0.09447,0.02685,-0.02893,-0.03978,0.01482,-0.04490,-0.06047,0.07863,-0.03058,0.02993,-0.00514,0.11831,0.01097,0.09060,0.08036,,0.01248,0.02019,0.00000,-0.03055,0.00953,-0.08033,0.00657,-0.00541,0.09541,0.04900,-0.03960,-0.09423,0.06560,-0.03887,0.07812,-0.08931,0.03414,-0.02637,0.35384,0.00038,-0.14640
2012-04,-0.12310,0.00140,-0.02500,0.00010,-0.06163,-0.02521,-0.02791,-0.02866,-0.08828,-0.13918,-0.14687,-0.10510,-0.12128,-0.15577,-0.05495,0.01057,-0.16674,0.01625,-0.10222,-0.00434,-0.02054,-0.08000,-0.01730,,-0.07575,-0.02872,0.00000,-0.06934,0.00013,-0.24886,-0.05746,-0.13156,0.01615,-0.00979,-0.05266,-0.18689,-0.02274,0.03560,-0.03283,-0.05675,-0.05835,-0.05646,-0.11017,-0.10486,0.01490
2012-05,0.07130,-0.04650,0.03070,0.00000,-0.06094,-0.08086,-0.00981,-0.09237,-0.14466,-0.15131,-0.15239,-0.04922,-0.07596,-0.08105,-0.09559,-0.16253,-0.25522,-0.02371,-0.08137,0.03817,-0.08983,0.04724,0.00033,,-0.04588,-0.04594,0.00000,-0.01693,0.00752,-0.12062,-0.03978,-0.01282,-0.00804,-0.04613,-0.07197,-0.10078,-0.02427,-0.07821,-0.13719,-0.03618,-0.05382,-0.07857,-0.16530,-0.07700,-0.03363
2012-06,0.00560,-0.01210,-0.02570,0.00000,0.05954,0.02898,0.02950,0.03214,0.08367,0.15406,0.17920,0.08662,0.06422,0.04303,0.01677,0.08952,0.20021,-0.05541,0.17402,0.06109,-0.02391,0.03393,0.01452,,0.09967,0.00377,0.00000,0.02116,0.06658,-0.02796,-0.03635,-0.07216,0.05131,0.08618,0.01532,0.14633,0.04600,-0.08213,0.11179,0.02114,0.08608,-0.04958,0.08099,0.13868,0.12021
2012-07,0.04510,-0.00210,0.03380,0.00010,0.02972,0.09664,0.01033,0.04724,0.07886,-0.05057,-0.00544,-0.03184,0.02621,0.00275,-0.15601,0.07653,0.00576,0.00949,-0.03039,-0.03356,0.08686,0.02394,0.05833,,-0.02373,0.02253,0.00000,0.04964,0.03857,-0.18315,0.11248,0.13200,-0.05497,0.11265,0.05260,-0.02173,0.00049,0.08743,0.04552,0.05930,0.07788,0.07587,-0.08103,-0.06076,0.05673
2012-08,0.03490,0.01480,0.02330,0.00010,0.03688,-0.06854,0.02825,0.03623,-0.09261,0.15678,0.14534,-0.03654,-0.01798,0.14261,0.11055,0.02941,0.32856,0.00141,0.07644,-0.02047,0.01803,-0.03243,0.00123,,0.05188,0.05916,0.00000,0.00964,-0.02103,-0.05021,0.02892,0.04425,0.00942,-0.02136,0.09081,0.16880,0.02344,0.05474,-0.02264,0.05584,0.03676,0.07581,-0.08272,0.00116,0.00841
2012-09,0.01670,-0.00770,0.02060,0.00010,-0.01707,0.02955,0.03100,-0.18651,-0.05863,0.00695,0.07018,-0.03919,0.12660,-0.03150,0.00220,0.06854,0.15783,-0.03310,-0.11111,0.05015,-0.03865,0.06352,-0.01514,,0.06752,-0.09861,0.00000,-0.14616,0.01914,0.02244,0.05537,-0.01736,0.00467,0.01998,-0.08275,0.04988,-0.06808,0.00953,0.03308,-0.02783,-0.04348,-0.04268,-0.00238,-0.04178,-0.02662
2012-10,0.02280,-0.02380,-0.00550,0.00010,0.02219,-0.07263,-0.05651,0.11129,0.02419,0.05824,0.04949,-0.02342,-0.01503,0.15489,-0.00530,0.08694,0.08156,-0.01012,0.01753,-0.04556,0.13610,0.04819,0.02088,,0.01330,0.07179,0.00000,-0.08372,-0.04902,-0.19740,-0.04558,-0.05504,0.09684,0.02216,0.04733,0.10973,0.01331,0.02998,0.00451,0.00570,0.12089,-0.05833,-0.09040,0.03017,0.04020
2012-11,0.03380,0.02280,0.03090,0.00010,0.03733,0.06107,0.03198,-0.05545,0.02231,0.03017,0.10654,0.02317,0.00370,0.01851,0.12836,0.07923,0.00362,0.02847,-0.02316,0.06758,0.05713,0.03059,0.06187,,0.04778,0.07576,0.00000,-0.05382,0.04854,-0.04437,0.04643,0.11431,0.02590,0.01239,0.12035,0.13374,0.04581,0.12333,0.02785,-0.00889,0.03796,0.07522,0.09467,-0.00644,0.04656
2012-12,0.06220,0.00380,0.04340,0.00000,0.02355,0.04522,0.01214,0.13944,0.10697,0.05659,-0.00838,0.17988,0.00952,0.01896,0.05020,0.00112,0.04375,0.02317,-0.09945,0.02384,-0.01778,0.01832,0.00527,,0.02360,0.02891,0.00000,0.02457,0.00436,0.15985,0.04035,0.05799,0.03509,0.03976,0.01462,0.01924,0.02625,0.04942,-0.02777,0.01391,0.00831,0.03251,0.09510,0.05999,0.02603
2013-01,-0.02490,0.02100,-0.03230,0.00000,0.02514,0.07698,-0.00957,0.17305,-0.02474,0.02172,0.08512,-0.06652,0.08049,0.08452,-0.05742,-0.04274,0.19658,0.02274,-0.02986,-0.01223,0.12460,-0.03231,0.04290,,0.04863,0.00036,0.00000,0.00276,0.05444,0.04990,0.06641,0.09168,0.03743,0.00658,0.02316,0.17414,0.02919,0.05898,-0.08038,0.02358,-0.04342,0.05487,0.03725,0.04352,-0.06844
2013-02,-0.00530,-0.00480,-0.04350,0.00000,-0.00257,-0.03896,-0.00999,0.13221,-0.08720,-0.02456,-0.06719,0.03491,0.06168,-0.00477,0.00609,-0.00131,-0.01099,0.04212,-0.04169,0.05274,0.08396,0.08348,0.04707,,0.05355,-0.05005,0.00000,-0.11277,0.07798,0.00940,0.04901,0.09456,0.03741,0.01002,0.05027,-0.11615,0.08173,-0.05484,0.03882,-0.04095,0.01580,0.09018,0.01495,-0.05530,0.02090
2013-03,0.04170,-0.01620,0.03540,0.00000,0.00226,-0.01918,0.01695,0.01327,-0.12723,0.00789,-0.07111,-0.02218,-0.05823,0.02275,-0.05351,-0.04661,-0.10750,0.02049,0.03729,0.09741,-0.00175,-0.02637,0.07988,,-0.03393,0.01516,0.00000,0.06349,-0.02193,-0.02553,0.03339,0.00535,-0.00812,0.09217,-0.03259,-0.12853,0.02481,-0.03472,-0.03592,-0.02455,0.02771,-0.02461,0.02075,-0.00860,-0.00031
2013-04,0.01060,0.01030,0.02860,0.00000,0.03359,-0.07380,0.01414,0.01020,-0.07542,0.06003,0.05669,0.00142,-0.01620,0.05362,0.05308,-0.01716,0.08170,0.06872,0.08522,-0.01510,-0.02538,0.05074,0.09458,,0.04012,-0.01792,0.00000,0.02966,-0.03302,0.07611,0.00975,0.07049,0.07171,0.04983,0.01579,0.07608,-0.12779,0.05348,0.01900,0.02449,0.09246,0.04465,0.06373,0.04026,0.06733
2013-05,-0.04650,0.02320,-0.02410,0.00000,0.02381,0.10359,0.03360,0.10834,0.06543,0.09954,0.07126,-0.02902,0.08146,0.01400,0.10130,0.05692,0.04978,-0.02189,-0.03374,-0.00363,0.00688,0.03106,-0.03730,,0.07517,0.03916,0.00000,-0.03459,-0.01394,0.12286,0.04638,0.14220,0.10204,-0.00853,0.05941,0.11893,0.03548,0.00180,0.05436,0.00823,-0.04660,0.17347,-0.08189,0.08575,-0.11802
2013-06,0.07450,-0.01770,0.02570,0.00000,-0.05310,-0.02401,-0.04509,-0.07615,-0.13394,-0.03423,-0.07391,-0.04690,-0.01112,-0.07385,-0.07275,0.01357,-0.09511,0.01621,-0.04476,-0.03982,-0.05710,-0.08795,-0.03145,,-0.06321,-0.08891,0.00000,-0.07331,-0.08091,-0.07353,-0.01031,-0.13487,-0.02360,-0.03503,-0.09146,-0.14452,-0.02528,-0.09686,-0.09217,-0.02799,-0.05416,-0.06696,-0.09024,-0.02872,-0.04087
2013-07,-0.00700,0.02810,0.00680,0.00000,0.06788,0.04901,0.05175,0.09302,0.15430,0.09805,0.15867,0.12035,0.10174,0.09181,0.12058,0.09869,0.08708,0.03018,0.04819,0.02887,0.10215,0.07629,-0.00238,,0.09287,0.09759,0.00000,0.01665,0.05059,0.51779,0.10859,0.14449,0.10006,0.00691,0.07321,0.14451,0.07281,0.01092,0.06333,0.06919,0.01760,0.23475,0.15376,0.05278,0.10378
2013-08,0.07030,0.00150,0.01150,0.00000,-0.01475,0.00864,-0.00271,-0.02852,-0.01859,-0.00543,-0.02508,0.07715,0.00705,0.02666,0.01406,-0.04094,0.06506,-0.05152,0.03995,-0.02866,-0.00697,-0.07917,0.00238,,-0.01476,-0.03000,0.00000,0.03884,-0.01855,0.11979,-0.07124,-0.08602,-0.04814,-0.09330,-0.03193,0.09598,-0.02753,0.03536,0.06088,0.04526,-0.06615,-0.04445,0.15568,-0.03745,-0.04452
2013-09,0.04490,-0.00190,0.04480,0.00000,0.05330,0.07464,0.03457,0.08004,0.04602,0.03882,0.05452,0.13987,0.06105,0.07135,0.03580,0.13234,0.06619,-0.01242,0.13232,-0.02681,-0.03072,0.06798,0.00554,,0.06879,0.09845,0.00000,0.20753,0.04497,0.13023,0.04439,0.08968,0.08378,0.03137,0.07962,0.11218,0.03295,0.05171,-0.01375,0.02338,0.07819,0.10795,0.08323,0.09982,0.10818
2013-10,0.01320,0.00890,-0.00510,0.00000,0.03776,0.07401,-0.02574,0.07464,0.14518,0.07445,0.09080,0.06728,0.10189,0.06325,0.05846,-0.06039,0.09152,-0.01833,-0.01239,-0.00503,0.01026,0.03214,-0.00630,,0.01987,-0.02610,0.00000,0.09073,-0.03584,-0.20115,0.04437,0.09469,0.03382,0.04762,-0.00736,0.13549,0.03654,0.04014,-0.11107,0.05525,0.05234,0.15890,-0.00040,0.09949,0.09938
2013-11,0.02360,0.00560,-0.00200,0.00000,-0.00109,-0.02196,0.02293,0.03260,0.08982,0.04810,0.01302,-0.03578,-0.00929,0.07339,0.01019,0.03804,0.03743,-0.02087,-0.06925,-0.02389,-0.02450,0.03295,-0.02378,,-0.02881,-0.02151,0.00000,-0.04896,-0.05729,0.20441,0.05909,0.01209,0.02931,-0.00891,0.00419,0.01231,0.03427,-0.02775,-0.04498,-0.01480,-0.00285,0.06986,-0.05547,0.00169,0.00000
